;;;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula;;Num PCs;Sat;NonSat;Und;Percent-Und
HMapPN2FiveElements;('DELETE_ELEMENT', 8) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HMapPN2FiveElements;('DELETE_ELEMENT', 14) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HMapPN2FiveElements;('DELETE_ELEMENT', 15) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HMapPN2FiveElements;('RENAME_ASSOC', 14, 'CompositionType') ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HMapPN2FiveElements;('RENAME_ASSOC', 15, 'CompositionType') ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnVirtualDevice2Distributable1;('DELETE_ELEMENT', 5) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnVirtualDevice2Distributable1;('DELETE_ELEMENT', 6) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnVirtualDevice2Distributable1;('DELETE_ELEMENT', 7) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnVirtualDevice2Distributable1;('DELETE_ELEMENT', 10) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnVirtualDevice2Distributable1;('DELETE_ELEMENT', 13) ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnVirtualDevice2Distributable1;('RENAME_ASSOC', 10, 'componentPrototype') ; IF(S1): THEN(S1_then);0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.5555555555555556;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.5555555555555556;0.4444444444444444;0.4444444444444444;0.4444444444444444;0.6666666666666666;0.5555555555555556;0.4444444444444444;0.6666666666666666;0.5555555555555556; ;4;0;4;0;0
HConnectPPortPrototype;('ADD_CLASS', 'PhysicalNode', True, 0) ; P1;0.5555555555555556;0.5;0.5;0.5;0.5555555555555556;0.5555555555555556;0.6111111111111112;0.5;0.5;0.5555555555555556;0.5;0.5;0.5;0.6111111111111112;0.5555555555555556;0.5;0.5555555555555556;0.5555555555555556; ;4;0;2;2;50
