;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula;;Num PCs;Sat;NonSat;Und;Percent-Und
HCountry2Community--('DELETE_ELEMENT', 5) - UnitCountry2Community;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;1.0;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;1;0;1;0;=0* 100 / 1
HFather2Man--('ADD_CLASS', 'Woman', False, 1) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8421052631578947;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;182;72;72;38;=38* 100 / 182
HFather2Man--('DELETE_ELEMENT', 5) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HFather2Man--('DELETE_ELEMENT', 7) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842; ;221;0;111;110;=110* 100 / 221
HFather2Man--('DELETE_ELEMENT', 7) - UnitConnectFather;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;221;0;105;116;=116* 100 / 221
HFather2Man--('DELETE_EQUATION', 0) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HFather2Man--('RENAME_CLASS', 7, 'Person') - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842; ;255;0;145;110;=110* 100 / 255
HFather2Man--('RENAME_CLASS', 7, 'Person') - UnitConnectFather;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;255;0;135;120;=120* 100 / 255
HFather2Man--('RENAME_ASSOC', 10, 'mothers') - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;254;144;72;38;=38* 100 / 254
HFather2Man--('RENAME_ASSOC', 10, 'mothers') - UnitConnectMother;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;254;144;72;38;=38* 100 / 254
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), (3, 'firstName'))) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), (5, 'lastName'))) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (3, 'firstName'))))) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (5, 'lastName'))))) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((3, 'firstName'), (3, 'firstName'))))) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HMother2Woman--('ADD_CLASS', 'Man', False, 1) - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8421052631578947;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;182;72;72;38;=38* 100 / 182
HMother2Woman--('DELETE_ELEMENT', 5) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;182;0;144;38;=38* 100 / 182
HMother2Woman--('DELETE_ELEMENT', 7) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842; ;221;0;111;110;=110* 100 / 221
HMother2Woman--('DELETE_ELEMENT', 7) - UnitConnectMother;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;221;0;105;116;=116* 100 / 221
HMother2Woman--('DELETE_EQUATION', 0) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HMother2Woman--('RENAME_CLASS', 7, 'Person') - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842; ;255;0;145;110;=110* 100 / 255
HMother2Woman--('RENAME_CLASS', 7, 'Person') - UnitConnectMother;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;255;0;135;120;=120* 100 / 255
HMother2Woman--('RENAME_ASSOC', 10, 'fathers') - UnitFather2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;254;144;72;38;=38* 100 / 254
HMother2Woman--('RENAME_ASSOC', 10, 'fathers') - UnitConnectFather;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;254;144;72;38;=38* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), (3, 'firstName'))) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), (5, 'lastName'))) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (3, 'firstName'))))) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (5, 'lastName'))))) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((3, 'firstName'), (3, 'firstName'))))) - UnitMother2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;144;110;=110* 100 / 254
HDaughter2Woman--('ADD_CLASS', 'Man', False, 1) - UnitSon2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8421052631578947;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;180;74;74;32;=32* 100 / 180
HDaughter2Woman--('DELETE_ELEMENT', 5) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;148;106;=106* 100 / 254
HDaughter2Woman--('DELETE_ELEMENT', 7) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842; ;213;0;107;106;=106* 100 / 213
HDaughter2Woman--('DELETE_ELEMENT', 7) - UnitConnectDaughter;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;213;0;101;112;=112* 100 / 213
HDaughter2Woman--('DELETE_EQUATION', 0) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;148;106;=106* 100 / 254
HDaughter2Woman--('RENAME_CLASS', 7, 'Person') - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842;0.05263157894736842;0.9473684210526315;0.05263157894736842; ;255;0;149;106;=106* 100 / 255
HDaughter2Woman--('RENAME_CLASS', 7, 'Person') - UnitConnectDaughter;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.10526315789473684;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;255;0;137;118;=118* 100 / 255
HDaughter2Woman--('RENAME_ASSOC', 10, 'sons') - UnitConnectSon;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;254;148;74;32;=32* 100 / 254
HDaughter2Woman--('RENAME_ASSOC', 10, 'sons') - UnitSon2Man;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842; ;254;148;74;32;=32* 100 / 254
HDaughter2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), (3, 'firstName'))) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;148;106;=106* 100 / 254
HDaughter2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), (5, 'lastName'))) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;148;106;=106* 100 / 254
HDaughter2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (3, 'firstName'))))) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;148;106;=106* 100 / 254
HDaughter2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (5, 'lastName'))))) - UnitDaughter2Woman;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842;0.05263157894736842;0.8947368421052632;0.05263157894736842; ;254;0;148;106;=106* 100 / 254
