;Cohen;Braun-Banquet;Simple Matching;Kulcynski2;Barinel;Arithmetic Mean;Mountford;Zoltar;Ochiai;Phi;Op2;Russel Rao;Baroni-Urbani & Buser;Pierce;Ochiai2;Rogers & Tanimoto;DStar;Tarantula;;Num PCs;Sat;NonSat;Und;Percent-Und
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (5, 'lastName'))))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HFather2Man--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((3, 'firstName'), (3, 'firstName'))))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HMother2Woman--('ADD_CLASS', 'Child', True, 0) - Pos_FourMembers;0.9473684210526315;0.631578947368421;0.9473684210526315;0.42105263157894735;0.9473684210526315;0.9473684210526315;0.42105263157894735;0.42105263157894735;0.42105263157894735;0.9473684210526315;0.42105263157894735;0.42105263157894735;0.631578947368421;1.0;1.0;0.9473684210526315;0.42105263157894735;0.9473684210526315; ;404;21;21;362;=362* 100 / 404
HMother2Woman--('ADD_CLASS', 'Woman', False, 1) - Pos_MotherFather;0.6842105263157895;0.6842105263157895;0.8947368421052632;0.2631578947368421;0.6842105263157895;0.6842105263157895;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.6842105263157895;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.6842105263157895; ;254;43;29;182;=182* 100 / 254
HMother2Woman--('DELETE_ELEMENT', 7) - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.9473684210526315;0.9473684210526315; ;221;0;21;200;=200* 100 / 221
HMother2Woman--('DELETE_ELEMENT', 7) - Pos_MotherFather;0.3684210526315789;0.3157894736842105;0.8947368421052632;0.21052631578947367;0.3684210526315789;0.3684210526315789;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.3684210526315789;0.21052631578947367;0.21052631578947367;0.7368421052631579;1.0;1.0;0.8947368421052632;0.21052631578947367;0.3157894736842105; ;221;42;30;149;=149* 100 / 221
HMother2Woman--('DELETE_EQUATION', 0) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HMother2Woman--('RENAME_CLASS', 7, 'Person') - Pos_FourMembers;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.5263157894736842;0.42105263157894735;0.42105263157894735;1.0;0.42105263157894735;0.42105263157894735;0.42105263157894735;1.0;1.0;0.42105263157894735;0.9473684210526315;0.9473684210526315; ;255;0;21;234;=234* 100 / 255
HMother2Woman--('RENAME_CLASS', 7, 'Person') - Pos_MotherFather;0.3684210526315789;0.3157894736842105;0.8947368421052632;0.21052631578947367;0.3684210526315789;0.3684210526315789;0.21052631578947367;0.21052631578947367;0.21052631578947367;0.3684210526315789;0.21052631578947367;0.21052631578947367;0.7368421052631579;1.0;1.0;0.8947368421052632;0.21052631578947367;0.3157894736842105; ;255;42;30;183;=183* 100 / 255
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), (3, 'firstName'))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), (5, 'lastName'))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (3, 'firstName'))))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
HMother2Woman--('MODIFY_EQUATION', 0, ((7, 'fullName'), ('concat', ((5, 'lastName'), (5, 'lastName'))))) - Pos_MotherFather;0.3684210526315789;0.3684210526315789;0.8947368421052632;0.2631578947368421;0.3684210526315789;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.2631578947368421;0.3684210526315789;0.2631578947368421;0.2631578947368421;0.7894736842105263;1.0;1.0;0.8947368421052632;0.2631578947368421;0.3684210526315789; ;254;42;30;182;=182* 100 / 254
